dataset_name,algorithm_name,auc_roc,auc_pr,f1_best,fit_time_sec,predict_time_sec,seed,timestamp,notes,experiment_name,modality,status,best_threshold,contamination_mode,contamination_rate,label_flip_rate,n_train,n_test,train_anomaly_rate,test_anomaly_rate,fit_params,artifact_path,error_type,error_message
cardio,Defended_TabPFN_COPOD_Flip,0.95302,0.688728,0.673267,0.276573,0.46184,42,2026-06-04T14:58:15Z,"flip_rate=0.20; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.2, 'seed': 42, 'n_input': 1282, 'n_flipped': 256}",exp4,tabular,success,0.979582,supervised_label_flip,,0.2,1282,549,0.24883,0.096539,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_cardio_Defended_TabPFN_COPOD_Flip_57cfbe17f1.npz,,
cardio,Defended_TabPFN_OCSVM_Trim,0.971584,0.875243,0.819048,0.258558,0.430722,42,2026-06-04T14:58:15Z,"flip_rate=0.20; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.2, 'seed': 42, 'n_input': 1282, 'n_flipped': 256}",exp4,tabular,success,0.691087,supervised_label_flip,,0.2,1282,549,0.24883,0.096539,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_cardio_Defended_TabPFN_OCSVM_Trim_20179fe2bf.npz,,
cardio,Defended_TabPFN_OCSVM_Flip,0.928104,0.597031,0.583333,0.278347,0.482479,42,2026-06-04T14:58:16Z,"flip_rate=0.20; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.2, 'seed': 42, 'n_input': 1282, 'n_flipped': 256}",exp4,tabular,success,0.68718,supervised_label_flip,,0.2,1282,549,0.24883,0.096539,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_cardio_Defended_TabPFN_OCSVM_Flip_0f3d41efa4.npz,,
cardio,Defended_TabPFN_AutoEncoder_Trim,0.960971,0.832482,0.761062,7.716448,0.437224,42,2026-06-04T14:58:24Z,"flip_rate=0.20; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.2, 'seed': 42, 'n_input': 1282, 'n_flipped': 256}",exp4,tabular,success,0.64502,supervised_label_flip,,0.2,1282,549,0.24883,0.096539,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_cardio_Defended_TabPFN_AutoEncoder_Trim_204f9c4892.npz,,
cardio,Defended_TabPFN_AutoEncoder_Flip,0.931908,0.617961,0.6,7.658159,0.47549,42,2026-06-04T14:58:32Z,"flip_rate=0.20; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.2, 'seed': 42, 'n_input': 1282, 'n_flipped': 256}",exp4,tabular,success,0.92165,supervised_label_flip,,0.2,1282,549,0.24883,0.096539,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_cardio_Defended_TabPFN_AutoEncoder_Flip_0ea448ec67.npz,,
cardio,Defended_TabPFN_DeepSVDD_Trim,0.994484,0.967375,0.930693,2.410054,0.439843,42,2026-06-04T14:58:35Z,"flip_rate=0.20; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.2, 'seed': 42, 'n_input': 1282, 'n_flipped': 256}",exp4,tabular,success,0.877388,supervised_label_flip,,0.2,1282,549,0.24883,0.096539,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_cardio_Defended_TabPFN_DeepSVDD_Trim_56348072d1.npz,,
cardio,Defended_TabPFN_DeepSVDD_Flip,0.98176,0.892898,0.807692,2.443732,0.483707,42,2026-06-04T14:58:38Z,"flip_rate=0.20; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.2, 'seed': 42, 'n_input': 1282, 'n_flipped': 256}",exp4,tabular,success,0.980085,supervised_label_flip,,0.2,1282,549,0.24883,0.096539,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_cardio_Defended_TabPFN_DeepSVDD_Flip_a42a9e3a2e.npz,,
thyroid,Standard_LightGBM,0.999741,0.988704,0.982456,0.075778,0.002836,42,2026-06-04T14:58:38Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,"{""n_estimators"": 100}",/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Standard_LightGBM_9922d349d4.npz,,
thyroid,Defended_LightGBM_IQR_Trim,0.999741,0.988704,0.982456,0.041475,0.001775,42,2026-06-04T14:58:38Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_IQR_Trim_298fc7f523.npz,,
thyroid,Defended_LightGBM_IQR_Flip,0.785747,0.150841,0.347826,0.060733,0.001724,42,2026-06-04T14:58:38Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.000175,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_IQR_Flip_aed48de263.npz,,
thyroid,Defended_LightGBM_LOF_Trim,0.999741,0.988704,0.982456,0.176079,0.002059,42,2026-06-04T14:58:38Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_LOF_Trim_d651f6ed91.npz,,
thyroid,Defended_LightGBM_LOF_Flip,0.56622,0.096345,0.245614,0.206557,0.002256,42,2026-06-04T14:58:39Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.238426,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_LOF_Flip_324f38841e.npz,,
thyroid,Defended_LightGBM_KNN_Trim,0.999741,0.988704,0.982456,0.126577,0.001611,42,2026-06-04T14:58:39Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_KNN_Trim_938584f4df.npz,,
thyroid,Defended_LightGBM_KNN_Flip,0.870471,0.118044,0.277778,0.145784,0.001987,42,2026-06-04T14:58:39Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.000361,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_KNN_Flip_f4ffcacc6b.npz,,
thyroid,Defended_LightGBM_IForest_Trim,0.999741,0.988704,0.982456,0.260288,0.001689,42,2026-06-04T14:58:39Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_IForest_Trim_a1b4b2f185.npz,,
thyroid,Defended_LightGBM_IForest_Flip,0.92896,0.146669,0.318841,0.299698,0.00207,42,2026-06-04T14:58:40Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.000414,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_IForest_Flip_8f746cb27a.npz,,
thyroid,Defended_LightGBM_ECOD_Trim,0.999741,0.988704,0.982456,0.050162,0.001521,42,2026-06-04T14:58:40Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_ECOD_Trim_ed26eb7da8.npz,,
thyroid,Defended_LightGBM_ECOD_Flip,0.907803,0.124164,0.298507,0.077914,0.002035,42,2026-06-04T14:58:40Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.000661,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_ECOD_Flip_8fba8b28a7.npz,,
thyroid,Defended_LightGBM_COPOD_Trim,0.999741,0.988704,0.982456,0.051265,0.001721,42,2026-06-04T14:58:40Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_COPOD_Trim_eee720ded7.npz,,
thyroid,Defended_LightGBM_COPOD_Flip,0.72818,0.065044,0.2,0.073079,0.001879,42,2026-06-04T14:58:40Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,4e-05,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_COPOD_Flip_c9be6c4d8b.npz,,
thyroid,Defended_LightGBM_OCSVM_Trim,0.999741,0.988704,0.982456,0.178635,0.002532,42,2026-06-04T14:58:40Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_OCSVM_Trim_f2d25cb163.npz,,
thyroid,Defended_LightGBM_OCSVM_Flip,0.864357,0.132507,0.280255,0.187656,0.002099,42,2026-06-04T14:58:40Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.000103,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_OCSVM_Flip_f6aac5ae99.npz,,
thyroid,Defended_LightGBM_AutoEncoder_Trim,0.999741,0.988704,0.982456,15.666341,0.001735,42,2026-06-04T14:58:56Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_AutoEncoder_Trim_8694b989be.npz,,
thyroid,Defended_LightGBM_AutoEncoder_Flip,0.919772,0.137963,0.296774,16.094459,0.002293,42,2026-06-04T14:59:12Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.00023,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_AutoEncoder_Flip_2be61264f5.npz,,
thyroid,Defended_LightGBM_DeepSVDD_Trim,0.999741,0.988704,0.982456,4.345014,0.001774,42,2026-06-04T14:59:16Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.732388,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_DeepSVDD_Trim_e7e7ef26ea.npz,,
thyroid,Defended_LightGBM_DeepSVDD_Flip,0.632538,0.05563,0.178218,4.225511,0.00198,42,2026-06-04T14:59:21Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.000362,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_LightGBM_DeepSVDD_Flip_e4ccfb2336.npz,,
thyroid,Standard_XGBoost,0.999482,0.979209,0.933333,0.032413,0.001062,42,2026-06-04T14:59:21Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,"{""n_estimators"": 100}",/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Standard_XGBoost_625bc21259.npz,,
thyroid,Defended_XGBoost_IQR_Trim,0.999482,0.979209,0.933333,0.033448,0.001007,42,2026-06-04T14:59:21Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_IQR_Trim_3bdb1ce60a.npz,,
thyroid,Defended_XGBoost_IQR_Flip,0.85352,0.126455,0.336842,0.060203,0.001739,42,2026-06-04T14:59:21Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.006371,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_IQR_Flip_ea6eb1a8ef.npz,,
thyroid,Defended_XGBoost_LOF_Trim,0.999482,0.979209,0.933333,0.165578,0.001348,42,2026-06-04T14:59:21Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_LOF_Trim_d9ff0c2943.npz,,
thyroid,Defended_XGBoost_LOF_Flip,0.727452,0.057615,0.147368,0.202713,0.002158,42,2026-06-04T14:59:21Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.099418,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_LOF_Flip_6793708232.npz,,
thyroid,Defended_XGBoost_KNN_Trim,0.999482,0.979209,0.933333,0.18873,0.001305,42,2026-06-04T14:59:21Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_KNN_Trim_7dc31e545e.npz,,
thyroid,Defended_XGBoost_KNN_Flip,0.931548,0.147369,0.331034,0.13341,0.001531,42,2026-06-04T14:59:22Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.006482,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_KNN_Flip_751bf4ca63.npz,,
thyroid,Defended_XGBoost_IForest_Trim,0.999482,0.979209,0.933333,0.250181,0.001228,42,2026-06-04T14:59:22Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_IForest_Trim_bc6fac518a.npz,,
thyroid,Defended_XGBoost_IForest_Flip,0.941317,0.170951,0.363636,0.282702,0.001636,42,2026-06-04T14:59:22Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.004278,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_IForest_Flip_fb6cee607b.npz,,
thyroid,Defended_XGBoost_ECOD_Trim,0.999482,0.979209,0.933333,0.044498,0.001064,42,2026-06-04T14:59:22Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_ECOD_Trim_5b5e1518e4.npz,,
thyroid,Defended_XGBoost_ECOD_Flip,0.924528,0.147274,0.336283,0.054887,0.001345,42,2026-06-04T14:59:22Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.01313,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_ECOD_Flip_e62e36dc41.npz,,
thyroid,Defended_XGBoost_COPOD_Trim,0.999482,0.979209,0.933333,0.048295,0.001176,42,2026-06-04T14:59:22Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_COPOD_Trim_ee4aa0bb12.npz,,
thyroid,Defended_XGBoost_COPOD_Flip,0.881729,0.100369,0.222222,0.060329,0.00124,42,2026-06-04T14:59:22Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.000523,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_COPOD_Flip_e04731c822.npz,,
thyroid,Defended_XGBoost_OCSVM_Trim,0.999482,0.979209,0.933333,0.125201,0.001126,42,2026-06-04T14:59:22Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_OCSVM_Trim_b630b7b479.npz,,
thyroid,Defended_XGBoost_OCSVM_Flip,0.9271,0.146035,0.307692,0.147737,0.00136,42,2026-06-04T14:59:23Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.00891,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_OCSVM_Flip_2bab49be72.npz,,
thyroid,Defended_XGBoost_AutoEncoder_Trim,0.999482,0.979209,0.933333,16.175564,0.001405,42,2026-06-04T14:59:39Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_AutoEncoder_Trim_f5e5f765d5.npz,,
thyroid,Defended_XGBoost_AutoEncoder_Flip,0.931871,0.148009,0.325926,15.37838,0.001694,42,2026-06-04T14:59:54Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.002314,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_AutoEncoder_Flip_5b007f8d49.npz,,
thyroid,Defended_XGBoost_DeepSVDD_Trim,0.999482,0.979209,0.933333,4.200741,0.001506,42,2026-06-04T14:59:58Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.962366,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_DeepSVDD_Trim_61a34d83d7.npz,,
thyroid,Defended_XGBoost_DeepSVDD_Flip,0.933408,0.154788,0.326531,4.34428,0.001321,42,2026-06-04T15:00:03Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.000671,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_XGBoost_DeepSVDD_Flip_3184746999.npz,,
thyroid,Standard_RF,0.999903,0.996217,0.982456,0.250893,0.047326,42,2026-06-04T15:00:03Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.47,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,"{""n_estimators"": 100}",/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Standard_RF_1c1842ccaf.npz,,
thyroid,Defended_RF_IQR_Trim,0.999903,0.996217,0.982456,0.232566,0.035989,42,2026-06-04T15:00:03Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.47,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_RF_IQR_Trim_30c50a5ab3.npz,,
thyroid,Defended_RF_IQR_Flip,0.710905,0.063794,0.186335,0.244919,0.040323,42,2026-06-04T15:00:04Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.01,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_RF_IQR_Flip_f116243fc9.npz,,
thyroid,Defended_RF_LOF_Trim,0.999903,0.996217,0.982456,0.389392,0.040894,42,2026-06-04T15:00:04Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.47,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_RF_LOF_Trim_61bb671afc.npz,,
thyroid,Defended_RF_LOF_Flip,0.63477,0.0485,0.138614,0.396496,0.036784,42,2026-06-04T15:00:05Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.1,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_RF_LOF_Flip_69d7489ec0.npz,,
thyroid,Defended_RF_KNN_Trim,0.999903,0.996217,0.982456,0.436248,0.063386,42,2026-06-04T15:00:05Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.47,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_RF_KNN_Trim_96d0ceb204.npz,,
thyroid,Defended_RF_KNN_Flip,0.800789,0.072748,0.176245,0.396038,0.051243,42,2026-06-04T15:00:06Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.01,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_RF_KNN_Flip_058773be3a.npz,,
thyroid,Defended_RF_IForest_Trim,0.999903,0.996217,0.982456,0.577023,0.061262,42,2026-06-04T15:00:06Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.47,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_RF_IForest_Trim_2066b0cd4d.npz,,
thyroid,Defended_RF_IForest_Flip,0.836358,0.098751,0.231156,0.553765,0.047498,42,2026-06-04T15:00:07Z,"flip_rate=0.00; meta={'mode': 'supervised_symmetric_label_flip', 'flip_rate': 0.0, 'seed': 42, 'n_input': 2640, 'n_flipped': 0}",exp4,tabular,success,0.01,supervised_label_flip,,0.0,2640,1132,0.024621,0.024735,{},/root/autodl-tmp/final_project/results/artifacts/exp4/exp4_thyroid_Defended_RF_IForest_Flip_d82878bb61.npz,,
